Geneid	0_R1	0_R2	5_R1	5_R2	10_R1	10_R2	15_R1	15_R2	Entity	Symbol	relative changes	negligible changes	Expression of 0	Rows with missing values	Outlier
gene-PA4280.4	495	1056	332	697	220	627	355	188	host	gene-PA4280.4	0.5467698721107316	0	0	0	1
gene-PA0819	10	5	4	8	1	2	2	2	host	gene-PA0819	0.7131973913518906	0	0	0	1
gene-PA0524	16	16	5	11	6	1	1	2	host	norB	0.8152820977611648	0	0	0	1
gene-PA4961	284	284	124	184	30	51	27	18	host	gene-PA4961	0.844938730607282	0	0	0	1
gene-PA2752	16	8	5	11	1	1	0	0	host	gene-PA2752	1.0594569267279519	0	1	0	1
gene-PA0775	6	16	18	26	6	4	4	3	host	gene-PA0775	0.7679718809871464	0	0	0	1
gene-PA3790	149	178	225	328	95	124	54	71	host	oprC	0.5525678988503887	0	0	0	1
gene-PA0243	37	40	16	34	8	5	3	2	host	gene-PA0243	0.8401064424943846	0	0	0	1
gene-PA2806	42	35	22	48	11	8	8	1	host	gene-PA2806	0.7578918128598567	0	0	0	1
gene-PPLUZ19_gp5	1	0	10080	10637	22790	20903	7857	6285	phage	gp5	0.8059238051195222	0	1	0	1
gene-PA4777	25	12	8	15	2	3	0	1	host	pmrB	0.9842655617522251	0	1	0	1
gene-PA1784	5	11	5	10	2	1	2	5	host	gene-PA1784	0.671950112875898	0	0	0	1
gene-PA0050	167	212	86	216	38	95	78	42	host	gene-PA0050	0.5758340140225419	0	0	0	1
gene-PA1228	4	8	5	6	1	0	0	0	host	gene-PA1228	0.9860132971832694	0	1	0	1
gene-PA0276	14	8	5	7	1	6	4	1	host	gene-PA0276	0.6833145063261614	0	0	0	1
gene-PA0957	35	43	19	50	5	4	6	2	host	gene-PA0957	0.8884880780530237	0	0	0	1
gene-PA2879	31	20	11	12	0	2	2	2	host	gene-PA2879	1.023474474522936	0	1	0	1
gene-PA1125	67	46	30	47	8	10	3	1	host	gene-PA1125	0.8718124567658809	0	0	0	1
gene-PA1875	51	49	28	45	6	20	8	6	host	gene-PA1875	0.6869075677676929	0	0	0	1
gene-PA1360	34	25	29	43	13	9	5	6	host	gene-PA1360	0.6498981753402062	0	0	0	1
gene-PA0399	802	709	795	1034	191	180	60	63	host	gene-PA0399	0.7688154347247886	0	0	0	1
gene-PA3197	112	87	62	68	9	16	4	1	host	gene-PA3197	0.8922306032890895	0	0	0	1
gene-PA2875	109	89	35	44	8	6	4	5	host	gene-PA2875	1.0264934918882285	0	0	0	1
gene-PA2434	43	22	25	35	4	3	0	3	host	gene-PA2434	0.9225419645028954	0	1	0	1
gene-PA1494	20	13	29	27	8	8	2	4	host	gene-PA1494	0.6963794970153291	0	0	0	1
gene-PA1091	1192	937	897	1201	146	101	58	67	host	fgtA	0.8569094732933284	0	0	0	1
gene-PA0308	101	88	47	67	9	12	4	2	host	gene-PA0308	0.9101206289435758	0	0	0	1
gene-PA1246	128	165	73	123	9	11	6	1	host	aprD	0.9654820140738148	0	0	0	1
gene-PA0205	23	17	7	9	1	5	0	2	host	gene-PA0205	0.9540210951546092	0	1	0	1
gene-PA1155	171	327	261	514	59	80	37	29	host	nrdB	0.8717619770391318	0	0	0	1
gene-PA4125	5	2	5	6	1	1	0	0	host	hpcD	0.916515138991168	0	1	0	1
gene-PA0637	42	64	55	84	56	56	50	30	host	gene-PA0637	0.2701295216649519	0	0	0	1
gene-PA4175	143	144	132	252	24	47	16	12	host	piv	0.8310511280295722	0	0	0	1
gene-PA3052	37	34	26	40	2	3	4	2	host	gene-PA3052	0.8749413003372242	0	0	0	1
gene-PA2117	136	43	56	44	20	19	11	9	host	gene-PA2117	0.920475016012446	0	0	0	1
gene-PA4756	1227	1151	1436	1513	358	363	190	137	host	carB	0.6896709410439267	0	0	0	1
gene-PA1305	36	36	52	67	9	11	5	4	host	gene-PA1305	0.8108764771264639	0	0	0	1
gene-PA0282	8	10	7	6	0	2	5	1	host	cysT	0.6837072628704299	0	1	0	1
gene-PA3479	17	125	8	89	3	26	24	2	host	rhlA	1.1528354483672327	0	0	0	1
gene-PA2146	0	1	1	1	0	0	0	0	host	gene-PA2146	1.2909944487358056	0	1	0	1
gene-PA4166	12	5	5	6	3	1	0	2	host	gene-PA4166	0.8298079988038756	0	1	0	1
gene-PA0434	43	33	34	43	3	4	1	1	host	gene-PA0434	0.9054526690522915	0	0	0	1
gene-PA3650	438	513	212	387	103	110	57	43	host	dxr	0.7494595671834737	0	0	0	1
gene-PA4991	88	57	94	87	25	18	5	11	host	gene-PA4991	0.7333650207559735	0	0	0	1
gene-PA4073	23	18	16	17	4	2	0	2	host	gene-PA4073	0.8317752636575578	0	1	0	1
gene-PA1332	22	23	12	26	3	4	2	0	host	gene-PA1332	0.871736419815801	0	1	0	1
gene-PA4004	153	207	181	276	29	38	17	8	host	gene-PA4004	0.8495691710141027	0	0	0	1
gene-PPLUZ19_gp6	0	0	4876	5158	16444	15830	4907	4296	phage	gp6	0.922467395424029	0	1	0	1
gene-PA4345	37	16	16	24	6	6	5	2	host	gene-PA4345	0.7945926950459639	0	0	0	1
gene-PA1129	10	14	5	9	0	1	0	0	host	gene-PA1129	1.0581389888186332	0	1	0	1
gene-PA4497	121	91	138	136	10	16	7	5	host	gene-PA4497	0.879851712612246	0	0	0	1
gene-PA0105	118	80	85	100	16	20	5	1	host	coxB	0.8326320463250703	0	0	0	1
gene-PA1147	12	13	14	15	3	2	3	1	host	gene-PA1147	0.7251380178095505	0	0	0	1
gene-PA5499	73	49	26	44	11	8	5	9	host	np20	0.8247887870296713	0	0	0	1
gene-PA0211	9	4	11	46	2	2	1	1	host	mdcD	1.4988453543050675	0	0	0	1
gene-PA5497	145	311	105	195	16	31	16	16	host	nrdJa	0.9662637336286014	0	0	0	1
gene-PA2219	10	10	6	9	1	4	1	1	host	opdE	0.7237468644557459	0	0	0	1
gene-PA1016	32	28	5	10	2	4	4	2	host	gene-PA1016	1.0418004274007737	0	0	0	1
gene-PA1368	32	47	14	21	4	9	5	3	host	gene-PA1368	0.8696372010522817	0	0	0	1
gene-PA1950	219	139	68	93	17	17	12	10	host	rbsK	0.9844015963190728	0	0	0	1
gene-PA2687	186	166	21	47	9	8	6	2	host	pfeS	1.2749140689064378	0	0	0	1
gene-PA2234	32	42	64	82	8	14	9	4	host	pslD	0.8474127800774093	0	0	0	1
gene-PA4999	184	238	171	281	40	49	30	23	host	waaL	0.7629063927195315	0	0	0	1
gene-PA0594	519	462	462	620	110	128	54	61	host	surA	0.7274771135560034	0	0	0	1
gene-PA2821	96	96	61	98	14	16	6	2	host	gene-PA2821	0.8396022270910922	0	0	0	1
gene-PA0021	7	14	5	5	0	0	0	2	host	gene-PA0021	1.093851251380609	0	1	0	1
gene-PA2771	73	71	45	63	19	14	29	7	host	gene-PA2771	0.6187311165620722	0	0	0	1
gene-PA2698	26	11	19	25	5	2	0	2	host	gene-PA2698	0.8908312112367753	0	1	0	1
gene-PA2524	105	66	38	52	9	16	6	2	host	gene-PA2524	0.9178128837681515	0	0	0	1
gene-PA0124	17	22	5	13	3	3	2	3	host	gene-PA0124	0.8524339262464375	0	0	0	1
gene-PA2537	27	17	33	48	19	22	10	4	host	gene-PA2537	0.5713315614303307	0	0	0	1
gene-PA5097	26	7	18	9	2	3	2	3	host	gene-PA5097	0.9419909441048306	0	0	0	1
gene-PA1230	1	4	1	5	0	1	1	0	host	gene-PA1230	1.063098073929635	0	1	0	1
gene-PA1126	65	72	33	47	11	18	4	2	host	gene-PA1126	0.8120098769795976	0	0	0	1
gene-PA5316	693	1898	1454	2493	667	912	490	318	host	rpmB	0.6395568360294009	0	0	0	1
gene-PA2577	17	16	7	22	1	5	1	2	host	gene-PA2577	0.8717615845320441	0	0	0	1
gene-PA1461	258	231	210	294	17	25	10	14	host	motD	0.891782522807608	0	0	0	1
gene-PA3826	28	38	36	59	4	12	9	3	host	gene-PA3826	0.7904521078898107	0	0	0	1
gene-PA4746.1	100	370	401	824	162	245	80	43	host	gene-PA4746.1	0.8643872146856443	0	0	0	1
gene-PA2310	7	4	6	6	1	1	0	0	host	gene-PA2310	0.8827230596285564	0	1	0	1
gene-PA0891	248	399	147	316	32	25	9	10	host	gene-PA0891	0.9780063357206721	0	0	0	1
gene-PA4699	305	202	160	215	46	55	23	22	host	gene-PA4699	0.7767983303018987	0	0	0	1
gene-PA4457	245	284	271	359	82	86	47	40	host	gene-PA4457	0.6664564033524969	0	0	0	1
gene-PA5272	126	90	68	105	18	17	21	12	host	cyaA	0.7508213162579533	0	0	0	1
gene-PA2620	2804	2458	1294	1866	269	318	156	125	host	clpA	0.8869128229523423	0	0	0	1
gene-PA0989	171	122	40	64	11	15	10	11	host	gene-PA0989	1.0221553494039308	0	0	0	1
gene-PA4144	10	12	2	18	0	5	2	2	host	gene-PA4144	0.9278053462212533	0	1	0	1
gene-PA3075	50	43	34	58	5	12	2	5	host	gene-PA3075	0.8127636148191337	0	0	0	1
gene-PA4930	85	85	46	80	19	23	13	13	host	alr	0.6788327565485934	0	0	0	1
gene-PA1458	1283	1211	1127	1491	151	136	68	66	host	gene-PA1458	0.8598576836203816	0	0	0	1
gene-PA4869	31	41	11	40	7	6	7	4	host	gene-PA4869	0.8190148478086912	0	0	0	1
gene-PA5557	6080	10446	3772	14303	1184	1747	971	631	host	atpH	0.9676551569161117	0	0	0	1
gene-PA1386	8	21	6	24	2	2	2	3	host	gene-PA1386	0.9843059135695007	0	0	0	1
gene-PA4751	2619	2558	1456	2068	210	205	78	97	host	ftsH	0.918862421074551	0	0	0	1
gene-PA2315	5	1	4	3	0	1	0	0	host	gene-PA2315	1.0594569267279519	0	1	0	1
gene-PA4489	356	350	326	529	95	111	103	72	host	gene-PA4489	0.6530869816604127	0	0	0	1
gene-PA2396	7791	8165	4579	7405	1392	2010	781	477	host	pvdF	0.7620137007452373	0	0	0	1
gene-PA0835	213	114	199	206	36	26	26	22	host	pta	0.7871771237460092	0	0	0	1
gene-PA1521	34	14	22	37	8	6	0	1	host	gene-PA1521	0.8814429546734468	0	1	0	1
gene-PA1789	75	68	45	70	9	11	7	7	host	gene-PA1789	0.7996996996891191	0	0	0	1
gene-PA5036	632	965	511	821	121	177	110	62	host	gltB	0.7821958508001066	0	0	0	1
gene-PA3636	326	426	777	1168	174	220	120	119	host	kdsA	0.8394795931102256	0	0	0	1
gene-PA4208	24	73	28	122	58	63	45	37	host	opmD	0.5254040185571951	0	0	0	1
gene-PA4220	140	118	202	211	28	13	5	5	host	gene-PA4220	0.916152378185748	0	0	0	1
gene-PA4023	108	76	246	227	17	13	4	6	host	gene-PA4023	1.068024665301953	0	0	0	1
gene-PA1132	39	45	47	73	15	23	15	4	host	gene-PA1132	0.6469425525157805	0	0	0	1
gene-PA4050	60	58	80	127	19	23	25	14	host	pgpA	0.7172352893153461	0	0	0	1
gene-PA0443	4	14	4	10	0	1	0	0	host	gene-PA0443	1.1903345055395367	0	1	0	1
gene-PA0324	50	38	9	12	3	6	1	1	host	gene-PA0324	1.1585431464655178	0	0	0	1
gene-PA1941	37	42	29	21	6	6	6	4	host	gene-PA1941	0.7697803126533538	0	0	0	1
gene-PA3771	20	15	8	11	2	3	2	2	host	gene-PA3771	0.8215723361655577	0	0	0	1
gene-PA3574a	57	39	28	31	7	1	1	1	host	gene-PA3574a	0.964207949405609	0	0	0	1
gene-PA0194	3	4	6	3	0	1	1	0	host	gene-PA0194	0.8819171036881969	0	1	0	1
gene-PA5260	171	185	177	224	33	55	25	18	host	hemC	0.7225904800554264	0	0	0	1
gene-PA2019	44	60	38	51	10	10	4	1	host	gene-PA2019	0.8058263552435793	0	0	0	1
gene-PA3819	115	144	105	145	35	34	21	12	host	gene-PA3819	0.6914675714906057	0	0	0	1
gene-PA1492	7	6	12	10	1	5	2	0	host	gene-PA1492	0.7438225856613709	0	1	0	1
gene-PA3331	9	46	8	67	2	14	6	1	host	gene-PA3331	1.1780490500272696	0	0	0	1
gene-PA0932	359	436	262	509	79	91	57	35	host	cysM	0.7705390311448145	0	0	0	1
gene-PA0200	4	22	3	7	2	1	0	0	host	gene-PA0200	1.4004319799406537	0	1	0	1
gene-PA0756	31	36	13	27	3	5	5	2	host	gene-PA0756	0.8541911783680673	0	0	0	1
gene-PA4821	12	19	8	13	6	4	7	4	host	gene-PA4821	0.532487444536351	0	0	0	1
gene-PA4679	45	45	26	46	4	8	10	2	host	gene-PA4679	0.790377439395142	0	0	0	1
gene-PA2136	0	2	2	0	0	0	0	0	host	gene-PA2136	1.7320508075688772	0	1	0	1
gene-PA2221	18	17	5	15	4	5	2	0	host	gene-PA2221	0.8170587128916826	0	1	0	1
gene-PA1165	21	14	11	21	2	2	1	0	host	pcpS	0.9296222517045284	0	1	0	1
gene-PA1757	54	62	39	62	18	25	14	11	host	thrH	0.5647161041084788	0	0	0	1
gene-PA3347	53	73	42	62	8	8	4	1	host	gene-PA3347	0.8740185978506063	0	0	0	1
gene-PA1185	7	6	2	3	1	4	1	0	host	gene-PA1185	0.7817359599705717	0	1	0	1
gene-PA2425	1137	888	368	584	47	64	32	19	host	pvdG	1.0406434245705574	0	0	0	1
gene-PA4541.2	424	405	220	440	336	536	139	75	host	gene-PA4541.2	0.4687439772447468	0	0	0	1
gene-PA0196	52	39	13	35	5	2	4	5	host	pntB	0.9457061074262495	0	0	0	1
gene-PA1456	598	487	306	408	36	35	16	27	host	cheY	0.9361940089446408	0	0	0	1
gene-PA5160.1	6	12	1	1	0	1	0	1	host	gene-PA5160.1	1.4287485132274282	0	1	0	1
gene-PA2405	84	71	75	110	8	4	0	3	host	gene-PA2405	0.9480160220690278	0	1	0	1
gene-PA0247	6	13	5	10	3	5	1	2	host	pobA	0.676592771006148	0	0	0	1
gene-PA1898	9	16	7	17	1	7	0	0	host	qscR	0.8860951788894309	0	1	0	1
gene-PA5053	15	28	16	36	8	6	2	1	host	hslV	0.836812465275713	0	0	0	1
gene-PA3440a	30	31	31	24	12	5	3	5	host	gene-PA3440a	0.6700907990638213	0	0	0	1
gene-PA0396	460	447	341	418	45	25	19	15	host	pilU	0.895493592728483	0	0	0	1
gene-PA0293	26	20	18	14	3	5	1	1	host	aguB	0.8282212344676636	0	0	0	1
gene-PA3880	7	1	2	2	1	0	0	1	host	gene-PA3880	1.203735681882337	0	1	0	1
gene-PA2635	22	26	17	30	4	10	2	4	host	gene-PA2635	0.7093755074613243	0	0	0	1
gene-PA3624	376	449	212	414	46	72	41	18	host	pcm	0.8463722636814731	0	0	0	1
gene-PA1796.1	512	747	351	566	208	230	143	78	host	gene-PA1796.1	0.6164298449859471	0	0	0	1
gene-PA2981	224	305	185	271	43	46	25	21	host	lpxK	0.7949858810195362	0	0	0	1
gene-PA0357	123	118	80	105	16	24	14	9	host	mutM	0.7694571259774721	0	0	0	1
gene-PA2361	148	139	96	101	25	22	8	10	host	gene-PA2361	0.8021172145676011	0	0	0	1
gene-PA1878	21	16	9	23	3	6	0	1	host	gene-PA1878	0.8569349134690031	0	1	0	1
gene-PA0116	72	66	26	51	16	7	15	7	host	gene-PA0116	0.7650656467173143	0	0	0	1
gene-PA3789	59	83	71	116	21	30	19	8	host	gene-PA3789	0.692399683830925	0	0	0	1
gene-PA4884	5	4	1	3	0	1	1	0	host	gene-PA4884	0.940449065311059	0	1	0	1
gene-PA3048	192	209	180	303	36	56	36	24	host	gene-PA3048	0.7570718751367501	0	0	0	1
gene-PA3584	19	24	57	141	12	10	2	3	host	glpD	1.3073979401947196	0	0	0	1
gene-PA4171	8	9	7	6	0	0	1	0	host	gene-PA4171	0.9607272652797052	0	1	0	1
gene-PA0622	249	409	390	605	287	450	180	86	host	gene-PA0622	0.46452970862579346	0	0	0	1
gene-PA4408	1251	1373	33255	1702	158	173	53	35	host	ftsA	2.2720765344489062	0	0	0	1
gene-PA1313	12	8	6	7	2	2	3	0	host	gene-PA1313	0.7416198487095663	0	1	0	1
gene-PA0774	61	62	49	90	15	28	15	5	host	gene-PA0774	0.6809321838870993	0	0	0	1
gene-PA1048	285	345	126	240	50	45	20	17	host	gene-PA1048	0.8682224199561779	0	0	0	1
gene-PA3746	773	844	513	837	155	209	124	102	host	ffh	0.7047745641044054	0	0	0	1
gene-PA1301	821	582	56	75	10	11	6	6	host	gene-PA1301	1.5261367268069863	0	0	0	1
gene-PA4712	21	11	12	13	3	9	2	3	host	gene-PA4712	0.6548130507884171	0	0	0	1
gene-PA1851	30	33	23	26	6	10	4	2	host	gene-PA1851	0.7018100265975371	0	0	0	1
gene-PA2758	28	20	7	8	6	0	1	0	host	gene-PA2758	1.0853382807555758	0	1	0	1
gene-PA1205	122	87	55	68	8	7	1	4	host	gene-PA1205	0.9756858151666219	0	0	0	1
gene-PA3745	841	1185	1166	2058	465	647	286	196	host	rpsP	0.6672030539226548	0	0	0	1
gene-PA5073	54	57	29	36	5	8	6	1	host	gene-PA5073	0.8689660757568884	0	0	0	1
gene-PA1432	2202	3936	1358	2306	298	354	72	64	host	lasI	0.9888480166279059	0	0	0	1
gene-PA4689	343	340	222	321	86	97	66	51	host	gene-PA4689	0.6373731861824194	0	0	0	1
gene-PA4357	4	5	1	7	0	0	0	0	host	gene-PA4357	1.232489814103351	0	1	0	1
gene-PA1157	70	80	32	61	17	24	17	11	host	gene-PA1157	0.6506962841256164	0	0	0	1
gene-PA3619	52	31	5	25	5	8	6	0	host	gene-PA3619	1.0191013164121356	0	1	0	1
gene-PA5089	65	41	28	47	10	8	8	5	host	gene-PA5089	0.7931263983767435	0	0	0	1
gene-PA3973	38	32	19	36	2	5	4	2	host	gene-PA3973	0.8679937491124085	0	0	0	1
gene-PA4385	4264	5016	1723	2112	398	315	162	131	host	groEL	1.0242120551038256	0	0	0	1
gene-PA0744	236	158	396	415	44	24	6	7	host	gene-PA0744	0.99721221575267	0	0	0	1
gene-PA5490	165	275	143	325	100	132	135	77	host	cc4	0.4771208863424103	0	0	0	1
gene-PA0942	107	107	52	63	13	20	6	3	host	gene-PA0942	0.8685730278868672	0	0	0	1
gene-PA1285	22	14	3	3	2	3	0	1	host	gene-PA1285	1.2133516482134197	0	1	0	1
gene-PA0317	297	314	303	396	86	80	65	38	host	gene-PA0317	0.6779455746168069	0	0	0	1
gene-PA3618	80	68	30	31	9	9	2	4	host	gene-PA3618	0.9620533309814236	0	0	0	1
gene-PPLUZ19_gp46	0	0	125	234	21	143	2561	1666	phage	gp46	1.5303668055589768	0	1	0	1
gene-PA5440	20	26	14	33	5	9	5	0	host	gene-PA5440	0.7676494735787385	0	1	0	1
gene-PA0448	63	35	13	29	8	6	9	5	host	gene-PA0448	0.9038215664810623	0	0	0	1
gene-PA5415	43	154	30	75	4	5	2	3	host	glyA1	1.2550810048731766	0	0	0	1
gene-PA4406	2080	2033	1711	2210	342	387	138	100	host	lpxC	0.7974159552790733	0	0	0	1
gene-PA5177	101	66	53	82	14	15	9	7	host	gene-PA5177	0.7982188728251268	0	0	0	1
gene-PA3788	20	32	16	32	6	8	3	2	host	gene-PA3788	0.7690338326774423	0	0	0	1
gene-PA1227	28	12	11	19	3	0	1	1	host	gene-PA1227	1.0104344500153277	0	1	0	1
gene-PA0928	148	149	98	115	19	23	16	20	host	gacS	0.7645423248252282	0	0	0	1
gene-PA2392	4311	3974	3125	5009	592	841	309	199	host	pvdP	0.8193825634737004	0	0	0	1
gene-PA2255	9	4	2	4	0	0	2	2	host	pvcB	0.9435884527917698	0	1	0	1
gene-PA1149	4	5	2	2	0	0	0	0	host	gene-PA1149	1.1487065017744675	0	1	0	1
gene-PA1164	98	84	31	52	13	10	9	12	host	gene-PA1164	0.8627554942549873	0	0	0	1
gene-PA2358	7	4	1	4	0	2	0	0	host	gene-PA2358	1.0599324460188284	0	1	0	1
gene-PA2934	4	7	10	14	2	1	1	1	host	cif	0.916515138991168	0	0	0	1
gene-PA0005	31	57	70	111	22	32	12	8	host	lptA	0.7576080975639801	0	0	0	1
gene-PA0374	155	185	216	285	43	43	27	18	host	ftsE	0.7850488618706449	0	0	0	1
gene-PA0350	68	67	15	34	14	13	13	2	host	folA	0.8531909763915364	0	0	0	1
gene-PA3576	63	53	17	23	4	6	7	0	host	gene-PA3576	1.0283007922274816	0	1	0	1
gene-PA2760	3317	5321	3538	5441	849	1031	180	139	host	gene-PA2760	0.8345845327378392	0	0	0	1
gene-PA5569	374	454	760	1107	191	208	117	68	host	rnpA	0.8197398280961736	0	0	0	1
gene-PA3004	294	277	111	163	35	33	21	15	host	gene-PA3004	0.9062654678673551	0	0	0	1
gene-PA4510	90	53	31	40	3	7	2	3	host	gene-PA4510	1.0323332518840054	0	0	0	1
gene-PA1991	50	44	32	53	9	7	2	5	host	gene-PA1991	0.80770478572329	0	0	0	1
gene-PA2556	344	215	78	107	12	11	8	4	host	gene-PA2556	1.185368244774732	0	0	0	1
gene-PA5384	4	4	2	3	0	1	6	0	host	gene-PA5384	0.8	0	1	0	1
gene-PA4394	105	131	146	234	66	68	21	13	host	gene-PA4394	0.6941026045592803	0	0	0	1
gene-PA0927	39	55	29	33	6	8	11	5	host	ldhA	0.7445799839683469	0	0	0	1
gene-PA1825	98	68	16	31	8	9	5	2	host	gene-PA1825	1.106603936809351	0	0	0	1
gene-PA1694	54	15	24	16	14	5	1	3	host	pscQ	0.9644745735054272	0	0	0	1
gene-PA2769	80	52	40	49	16	14	12	7	host	gene-PA2769	0.713383714231786	0	0	0	1
gene-PA1240	4	6	2	3	3	1	0	0	host	gene-PA1240	0.8136644649337004	0	1	0	1
gene-PA5067	203	282	142	250	50	50	28	24	host	hisE	0.7647251253830554	0	0	0	1
gene-PA3968	85	68	25	50	6	7	7	1	host	gene-PA3968	0.9744316001008528	0	0	0	1
gene-PA0521	3	4	2	4	0	1	0	0	host	gene-PA0521	0.9367769320431429	0	1	0	1
gene-PA3556	4	3	1	4	1	3	1	0	host	arnT	0.6834676493307206	0	1	0	1
gene-PA4885	29	12	15	13	3	5	5	0	host	irlR	0.8431407813387124	0	1	0	1
gene-PA3200	64	50	44	58	15	11	4	4	host	gene-PA3200	0.7556930593832393	0	0	0	1
gene-PA1655	128	133	28	31	6	7	3	3	host	gene-PA1655	1.2249775331625066	0	0	0	1
gene-PA0249	42	37	16	19	4	5	2	0	host	gene-PA0249	0.9711024662722262	0	1	0	1
gene-PA2135	5	1	0	1	0	0	0	1	host	gene-PA2135	1.5811388300841898	0	1	0	1
gene-PA0671	31	16	7	19	8	9	5	7	host	gene-PA0671	0.6476527280358331	0	0	0	1
gene-PA2473	2	1	3	4	0	0	0	1	host	gene-PA2473	1.0244934245076949	0	1	0	1
gene-PA3800	1603	1573	920	1605	235	277	143	104	host	gene-PA3800	0.8088891643862467	0	0	0	1
gene-PA4321	66	67	55	96	14	20	10	11	host	gene-PA4321	0.7243855208035905	0	0	0	1
gene-PA3821	1132	1629	1655	2376	359	360	172	119	host	secD	0.8116688294906294	0	0	0	1
gene-PA3414	41	27	20	11	2	1	1	2	host	gene-PA3414	1.064922042647301	0	0	0	1
gene-PA5447	575	606	470	592	63	74	23	17	host	wbpZ	0.8647629964078524	0	0	0	1
gene-PA4611	152	196	42	42	12	16	7	6	host	gene-PA4611	1.1590078771828212	0	0	0	1
gene-PA0307	51	28	18	34	7	14	5	1	host	gene-PA0307	0.8036728698405051	0	0	0	1
gene-PA2270	21	14	3	7	1	2	1	2	host	gene-PA2270	1.0809240354774683	0	0	0	1
gene-PA2063	29	23	16	26	5	13	8	5	host	gene-PA2063	0.56878818553131	0	0	0	1
gene-PA1075	43	36	23	42	5	8	3	4	host	gene-PA1075	0.8070922979402096	0	0	0	1
gene-PA3257	582	526	453	555	75	88	42	43	host	prc	0.7999770238998366	0	0	0	1
gene-PA1181	128	119	145	244	42	53	26	9	host	gene-PA1181	0.7664997717379353	0	0	0	1
gene-PA3682	14	12	8	9	1	3	0	2	host	gene-PA3682	0.8140273744971074	0	1	0	1
gene-PA4856	143	184	97	161	32	36	16	15	host	retS	0.7619638437278083	0	0	0	1
gene-PA2337	37	31	12	26	9	12	2	0	host	mtlR	0.790203523959675	0	1	0	1
gene-PA0261	32	36	23	38	2	7	2	0	host	gene-PA0261	0.880630571852711	0	1	0	1
gene-PA1531	56	28	23	49	12	10	3	1	host	gene-PA1531	0.8460111196881005	0	0	0	1
gene-PA3698	192	156	47	82	14	18	6	12	host	gene-PA3698	1.0199748453903783	0	0	0	1
gene-PA3896	58	45	30	37	7	5	5	0	host	gene-PA3896	0.8801138337278536	0	1	0	1
gene-PA1329	2	6	3	3	2	1	1	1	host	gene-PA1329	0.6636589585746574	0	0	0	1
gene-PA5254	56	62	36	45	4	7	5	7	host	gene-PA5254	0.8334672402761769	0	0	0	1
gene-PA4621	41	36	55	67	11	4	8	4	host	gene-PA4621	0.8229136875233765	0	0	0	1
gene-PA2762	23	24	12	20	0	4	2	1	host	gene-PA2762	0.8979876547119917	0	1	0	1
gene-PA3345	88	87	47	68	14	41	16	12	host	gene-PA3345	0.6358749737370777	0	0	0	1
gene-PA2422	7	8	8	6	1	3	3	0	host	gene-PA2422	0.6573421981221795	0	1	0	1
gene-PA2626	294	216	315	409	62	75	55	31	host	trmU	0.74605542888545	0	0	0	1
gene-PA1886	64	54	31	45	12	8	6	3	host	polB	0.8056662533368085	0	0	0	1
gene-PA0173	7	5	4	7	1	0	0	1	host	gene-PA0173	0.8971064596802322	0	1	0	1
gene-PA1454	500	486	277	403	38	42	21	22	host	fleN	0.9073977256247125	0	0	0	1
gene-PA2124	7	6	7	9	1	1	0	0	host	gene-PA2124	0.8980265101338745	0	1	0	1
gene-PA2176	6	2	1	1	0	1	0	0	host	gene-PA2176	1.3575622293698253	0	1	0	1
gene-PA2721	31	30	14	10	2	3	1	0	host	gene-PA2721	1.0475357942277594	0	1	0	1
gene-PA5250	129	161	168	250	23	28	12	11	host	gene-PA5250	0.8742427226871946	0	0	0	1
gene-PA3209	1	10	0	8	1	0	4	1	host	gene-PA3209	1.158619868636819	0	1	0	1
gene-PA4929	71	57	31	43	7	8	14	6	host	gene-PA4929	0.7937761960833595	0	0	0	1
gene-PA0112	9	10	4	4	1	2	0	0	host	gene-PA0112	0.9683892697555966	0	1	0	1
gene-PA4341	36	9	9	8	1	1	1	2	host	gene-PA4341	1.3133480298265652	0	0	0	1
gene-PA2557	611	440	147	251	26	15	5	4	host	gene-PA2557	1.1502175017319445	0	0	0	1
gene-PA0823	20	30	8	16	0	6	4	0	host	gene-PA0823	0.946409853064371	0	1	0	1
gene-PA5102	9	18	5	10	2	1	1	1	host	gene-PA5102	0.9719935132340783	0	0	0	1
gene-PA3191	116	185	122	294	9	20	4	7	host	gene-PA3191	1.042946641887013	0	0	0	1
gene-PA4916	78	59	10	19	5	7	1	1	host	gene-PA4916	1.222424225731117	0	0	0	1
gene-PA1123	34	37	22	31	6	11	6	4	host	gene-PA1123	0.6828260980646806	0	0	0	1
gene-PA2006	128	132	175	266	20	17	5	5	host	gene-PA2006	0.9713650196655416	0	0	0	1
gene-PA3749	35	25	35	62	4	8	2	0	host	gene-PA3749	0.9570475157139392	0	1	0	1
gene-PA1446	120	112	94	116	18	16	9	5	host	fliP	0.8144774977466802	0	0	0	1
gene-PA2710	16	19	16	17	3	4	4	0	host	gene-PA2710	0.736247626289411	0	1	0	1
gene-PA3676	126	173	93	259	26	48	14	18	host	gene-PA3676	0.8634466310692274	0	0	0	1
gene-PA3439	126	116	81	82	11	11	6	2	host	folX	0.9020374465769612	0	0	0	1
gene-PA5018	71	74	42	73	13	21	2	3	host	msrA	0.7947138583574354	0	0	0	1
gene-PA4765	427	745	292	446	96	106	58	38	host	omlA	0.8471852061839723	0	0	0	1
gene-PA1226	38	22	10	19	1	2	0	1	host	gene-PA1226	1.1023996571328887	0	1	0	1
