Geneid	0_R1	0_R2	0_R3	5_R1	5_R2	5_R3	10_R1	10_R2	10_R3	15_R1	15_R2	15_R3	Entity	Symbol	relative changes	negligible changes	Outlier
gene-PA2885	76	47	32	14	20	118	5	5	9	2	2	239	host	atuR	1.4122301557704808	0	1
gene-PA0109	34	27	35	12	15	78	4	4	4	1	2	43	host	gene-PA0109	1.0251601460672375	0	1
gene-PA3674	40	37	41	21	31	196	4	6	19	2	1	173	host	gene-PA3674	1.3242281039224462	0	1
gene-PA3131	159	143	15	43	51	99	7	13	10	7	5	74	host	gene-PA3131	1.0115895892735565	0	1
gene-PA2977	427	356	74	356	549	249	67	82	36	37	28	143	host	murB	0.8624066166000571	0	1
gene-PA1868	18	12	24	10	46	154	3	2	21	2	3	266	host	xqhA	1.656571943577905	0	1
gene-PA3918	59	42	69	17	36	133	12	7	14	10	3	108	host	moaC	0.9549724175802672	0	1
gene-PA5234	49	29	106	25	34	246	5	11	69	0	1	256	host	gene-PA5234	1.248299029049342	0	1
gene-PA4770	110	68	107	46	54	441	9	8	46	6	5	454	host	lldP	1.3618578514897817	0	1
gene-PA1979	4	6	5	1	2	39	2	1	4	1	0	108	host	eraS	2.0804350740242077	0	1
gene-PA5382	11	8	14	2	10	119	2	1	16	0	3	324	host	gene-PA5382	2.128696662507098	0	1
gene-PA1986	23	19	34	19	23	98	3	1	13	1	3	221	host	pqqB	1.588157437312007	0	1
gene-PA4217	161	387	683	232	694	927	59	145	58	43	10	348	host	phzS	0.9327331392097411	0	1
gene-PA0507	40	29	56	23	25	272	4	3	49	2	3	472	host	gene-PA0507	1.6847203656473493	0	1
gene-PA2513	3	1	8	5	3	138	1	0	11	0	0	168	host	antB	1.9972759012025143	0	1
gene-PA5300	231	356	49	133	268	119	90	112	16	101	56	61	host	cycB	0.7312097408811413	0	1
gene-PA0235	9	11	32	6	3	329	0	2	35	1	0	637	host	pcaK	2.1129696196668	0	1
gene-PA3659	81	56	46	62	57	210	7	17	32	4	9	394	host	gene-PA3659	1.3316703633435323	0	1
gene-PA3767	276	241	80	49	60	121	5	10	13	2	0	170	host	gene-PA3767	1.0804384536994989	0	1
gene-PA5146	167	138	84	114	170	403	38	39	40	31	12	574	host	gene-PA5146	1.0833773771472097	0	1
gene-PA3381	2	0	16	1	1	94	2	1	8	0	0	179	host	gene-PA3381	2.085847974530547	0	1
gene-PA4280.4	495	1056	565	332	697	2201	220	627	279	355	188	844	host	gene-PA4280.4	0.8086754445945091	0	1
gene-PA0819	10	5	19	4	8	153	1	2	19	2	2	97	host	gene-PA0819	1.7050000562842584	0	1
gene-PA0524	16	16	54	5	11	303	6	1	32	1	2	278	host	norB	1.7223002620413852	0	1
gene-PA4961	284	284	123	124	184	347	30	51	175	27	18	444	host	gene-PA4961	0.7664508584633066	0	1
gene-PA2752	16	8	12	5	11	68	1	1	10	0	0	84	host	gene-PA2752	1.4789329931926969	0	1
gene-PA0775	6	16	305	18	26	133	6	4	207	4	3	121	host	gene-PA0775	1.3502133144887325	0	1
gene-PA3790	149	178	106	225	328	439	95	124	56	54	71	673	host	oprC	0.8598674095121004	0	1
gene-PA0243	37	40	31	16	34	149	8	5	21	3	2	113	host	gene-PA0243	1.1519658060120155	0	1
gene-PA2806	42	35	13	22	48	104	11	8	12	8	1	130	host	gene-PA2806	1.0815168484761435	0	1
gene-PPLUZ19_gp5	1	0	17	10080	10637	47921	22790	20903	4868	7857	6285	10006	phage	gp5	1.103310487398958	0	0
gene-PA4777	25	12	33	8	15	340	2	3	20	0	1	575	host	pmrB	2.009250406930964	0	1
gene-PA1784	5	11	24	5	10	174	2	1	18	2	5	124	host	gene-PA1784	1.695145936797034	0	1
gene-PA0050	167	212	96	86	216	170	38	95	21	78	42	119	host	gene-PA0050	0.5680668386466253	0	1
gene-PA1228	4	8	8	5	6	37	1	0	10	0	0	56	host	gene-PA1228	1.472323546478288	0	1
gene-PA0276	14	8	20	5	7	84	1	6	17	4	1	92	host	gene-PA0276	1.4032133186569555	0	1
gene-PA0957	35	43	2811	19	50	150	5	4	5261	6	2	338	host	gene-PA0957	2.1522996702445996	0	1
gene-PA2879	31	20	30	11	12	113	0	2	12	2	2	135	host	gene-PA2879	1.3970960177053309	0	1
gene-PA1125	67	46	10	30	47	72	8	10	6	3	1	102	host	gene-PA1125	0.9496494684971948	0	1
gene-PA1875	51	49	58	28	45	200	6	20	12	8	6	255	host	gene-PA1875	1.2550644316038244	0	1
gene-PA1360	34	25	26	29	43	147	13	9	14	5	6	125	host	gene-PA1360	1.1275858088736033	0	1
gene-PA0399	802	709	272	795	1034	424	191	180	33	60	63	328	host	gene-PA0399	0.8051954901104879	0	1
gene-PA3197	112	87	33	62	68	125	9	16	18	4	1	224	host	gene-PA3197	1.001410265450593	0	1
gene-PA2875	109	89	12	35	44	118	8	6	15	4	5	119	host	gene-PA2875	0.9721099405583545	0	1
gene-PA2434	43	22	8	25	35	50	4	3	4	0	3	103	host	gene-PA2434	1.1492606318846912	0	1
gene-PA1494	20	13	28	29	27	161	8	8	16	2	4	222	host	gene-PA1494	1.501946149320383	0	1
gene-PA1091	1192	937	5158	897	1201	668	146	101	89	58	67	712	host	fgtA	1.435780153070332	0	1
gene-PA0308	101	88	38	47	67	165	9	12	32	4	2	246	host	gene-PA0308	1.048772533910222	0	1
gene-PA1246	128	165	55	73	123	135	9	11	22	6	1	322	host	aprD	1.0319995781257378	0	1
gene-PA0205	23	17	55	7	9	358	1	5	30	0	2	415	host	gene-PA0205	1.8192247849271599	0	1
gene-PA1155	171	327	320	261	514	600	59	80	49	37	29	321	host	nrdB	0.8012754938556986	0	1
gene-PA4125	5	2	11	5	6	145	1	1	9	0	0	192	host	hpcD	1.9779814348489284	0	1
gene-PA0637	42	64	45	55	84	141	56	56	30	50	30	157	host	gene-PA0637	0.5800052031363985	0	1
gene-PA4175	143	144	179	132	252	274	24	47	44	16	12	246	host	piv	0.7387255902109707	0	1
gene-PA3052	37	34	34	26	40	145	2	3	23	4	2	199	host	gene-PA3052	1.2935670125946082	0	1
gene-PA2117	136	43	21	56	44	106	20	19	9	11	9	105	host	gene-PA2117	0.8716631709438414	0	1
gene-PA4756	1227	1151	532	1436	1513	1217	358	363	108	190	137	633	host	carB	0.6906476991685132	0	1
gene-PA1305	36	36	19	52	67	104	9	11	12	5	4	212	host	gene-PA1305	1.2142789900410544	0	1
gene-PA0282	8	10	20	7	6	172	0	2	24	5	1	360	host	cysT	2.0224420050256686	0	1
gene-PA3479	17	125	49	8	89	189	3	26	18	24	2	118	host	rhlA	1.0416666367863072	0	1
gene-PA2146	0	1	6	1	1	47	0	0	4	0	0	36	host	gene-PA2146	1.9066768647745918	0	1
gene-PA4166	12	5	1586	5	6	108	3	1	10	0	2	101	host	gene-PA4166	2.829157309885602	0	1
gene-PA0434	43	33	76	34	43	426	3	4	50	1	1	675	host	gene-PA0434	1.7467830980065484	0	1
gene-PA3650	438	513	105	212	387	277	103	110	35	57	43	302	host	dxr	0.7374791676179777	0	1
gene-PA4991	88	57	47	94	87	187	25	18	17	5	11	277	host	gene-PA4991	1.026713537951627	0	1
gene-PA4073	23	18	40	16	17	262	4	2	81	0	2	393	host	gene-PA4073	1.6711628595905348	0	1
gene-PA1332	22	23	29	12	26	100	3	4	13	2	0	235	host	gene-PA1332	1.647737962639784	0	1
gene-PA4004	153	207	32	181	276	172	29	38	14	17	8	254	host	gene-PA4004	0.8477612608784603	0	1
gene-PPLUZ19_gp6	0	0	14	4876	5158	40975	16444	15830	4356	4907	4296	9961	phage	gp6	1.2392568841672884	0	0
gene-PA4345	37	16	27	16	24	138	6	6	22	5	2	246	host	gene-PA4345	1.5383841213776859	0	1
gene-PA1129	10	14	7	5	9	50	0	1	9	0	0	59	host	gene-PA1129	1.3806903238506372	0	1
gene-PA4497	121	91	71	138	136	2180	10	16	32	7	5	370	host	gene-PA4497	2.2119028357154624	0	1
gene-PA0105	118	80	70	85	100	295	16	20	38	5	1	189	host	coxB	0.9701995686935442	0	1
gene-PA1147	12	13	15	14	15	123	3	2	24	3	1	181	host	gene-PA1147	1.6123883406403012	0	1
gene-PA5499	73	49	42	26	44	103	11	8	22	5	9	76	host	np20	0.776814468728109	0	1
gene-PA0211	9	4	20	11	46	110	2	2	9	1	1	316	host	mdcD	1.971033600366955	0	1
gene-PA5497	145	311	401	105	195	470	16	31	71	16	16	194	host	nrdJa	0.9118308901691498	0	1
gene-PA2219	10	10	27	6	9	158	1	4	15	1	1	204	host	opdE	1.7590882872913092	0	1
gene-PA1016	32	28	20	5	10	123	2	4	19	4	2	254	host	gene-PA1016	1.705041160134873	0	1
gene-PA1368	32	47	52	14	21	210	4	9	26	5	3	136	host	gene-PA1368	1.2989534967177796	0	1
gene-PA1950	219	139	33	68	93	68	17	17	8	12	10	104	host	rbsK	0.9451512206848817	0	1
gene-PA2687	186	166	35	21	47	138	9	8	20	6	2	250	host	pfeS	1.1201009989592416	0	1
gene-PA2234	32	42	44	64	82	139	8	14	15	9	4	72	host	pslD	0.8769086083982716	0	1
gene-PA4999	184	238	1169	171	281	309	40	49	277	30	23	1189	host	waaL	1.1897635017442099	0	1
gene-PA0594	519	462	304	462	620	468	110	128	35	54	61	393	host	surA	0.6728237674092369	0	1
gene-PA2821	96	96	33	61	98	92	14	16	14	6	2	166	host	gene-PA2821	0.8561212243200478	0	1
gene-PA0021	7	14	8	5	5	60	0	0	5	0	2	108	host	gene-PA0021	1.7610561866333774	0	1
gene-PA2771	73	71	45	45	63	222	19	14	25	29	7	135	host	gene-PA2771	0.9416700820327568	0	1
gene-PA2698	26	11	17	19	25	131	5	2	9	0	2	160	host	gene-PA2698	1.50202048460193	0	1
gene-PA2524	105	66	25	38	52	160	9	16	16	6	2	254	host	gene-PA2524	1.1714317973650772	0	1
gene-PA0124	17	22	17	5	13	105	3	3	13	2	3	104	host	gene-PA0124	1.4022224354162591	0	1
gene-PA2537	27	17	30	33	48	129	19	22	20	10	4	208	host	gene-PA2537	1.2186361800780112	0	1
gene-PA5097	26	7	33	18	9	294	2	3	34	2	3	481	host	gene-PA5097	1.9063287584202404	0	1
gene-PA1230	1	4	13	1	5	65	0	1	8	1	0	51	host	gene-PA1230	1.669970059611848	0	1
gene-PA1126	65	72	22	33	47	112	11	18	15	4	2	109	host	gene-PA1126	0.8759506287667753	0	1
gene-PA5316	693	1898	501	1454	2493	1387	667	912	169	490	318	195	host	rpmB	0.7503016952459863	0	1
gene-PA2577	17	16	21	7	22	94	1	5	13	1	2	50	host	gene-PA2577	1.2356105534444213	0	1
gene-PA1461	258	231	83	210	294	168	17	25	17	10	14	146	host	motD	0.8399940242489247	0	1
gene-PA3826	28	38	18	36	59	123	4	12	11	9	3	105	host	gene-PA3826	1.020935510448826	0	1
gene-PA4746.1	100	370	91	401	824	552	162	245	83	80	43	123	host	gene-PA4746.1	0.8935582745647959	0	1
gene-PA2310	7	4	13	6	6	112	1	1	10	0	0	216	host	gene-PA2310	2.0148273372009964	0	1
gene-PA0891	248	399	129	147	316	141	32	25	17	9	10	201	host	gene-PA0891	0.8965088468243475	0	1
gene-PA4699	305	202	62	160	215	136	46	55	20	23	22	133	host	gene-PA4699	0.7692210751131386	0	1
gene-PA4457	245	284	1694	271	359	351	82	86	27	47	40	282	host	gene-PA4457	1.379287928631496	0	1
gene-PA5272	126	90	1093	68	105	466	18	17	1932	21	12	1045	host	cyaA	1.421811299154809	0	1
gene-PA2620	2804	2458	1013	1294	1866	534	269	318	67	156	125	343	host	clpA	0.9820506754505278	0	1
gene-PA0989	171	122	60	40	64	193	11	15	24	10	11	98	host	gene-PA0989	0.902420682990125	0	1
gene-PA4144	10	12	257	2	18	165	0	5	68	2	2	298	host	gene-PA4144	1.480908933792064	0	1
gene-PA3075	50	43	30	34	58	242	5	12	26	2	5	340	host	gene-PA3075	1.4461123193935168	0	1
gene-PA4930	85	85	28	46	80	167	19	23	21	13	13	258	host	alr	1.023905290467828	0	1
gene-PA1458	1283	1211	583	1127	1491	472	151	136	46	68	66	193	host	gene-PA1458	0.9320566907274517	0	1
gene-PA4869	31	41	64	11	40	244	7	6	38	7	4	234	host	gene-PA4869	1.3502570814951917	0	1
gene-PA5557	6080	10446	5060	3772	14303	4965	1184	1747	546	971	631	370	host	atpH	1.0082361647416502	0	1
gene-PA1386	8	21	50	6	24	343	2	2	37	2	3	148	host	gene-PA1386	1.7767526459849503	0	1
gene-PA4751	2619	2558	1196	1456	2068	673	210	205	84	78	97	628	host	ftsH	0.9427999174316791	0	1
gene-PA2315	5	1	13	4	3	74	0	1	9	0	0	139	host	gene-PA2315	1.9641264257292923	0	1
gene-PA4489	356	350	240	326	529	687	95	111	85	103	72	4901	host	gene-PA4489	1.976539937247721	0	1
gene-PA2396	7791	8165	1096	4579	7405	1934	1392	2010	138	781	477	185	host	pvdF	0.9978713470745483	0	1
gene-PA0835	213	114	2007	199	206	387	36	26	30	26	22	648	host	pta	1.6476131093057937	0	1
gene-PA1521	34	14	39	22	37	234	8	6	31	0	1	344	host	gene-PA1521	1.6187779019268118	0	1
gene-PA1789	75	68	310	45	70	121	9	11	17	7	7	89	host	gene-PA1789	1.1756418580494536	0	1
gene-PA5036	632	965	6744	511	821	3415	121	177	163	110	62	930	host	gltB	1.540960857816944	0	1
gene-PA3636	326	426	171	777	1168	527	174	220	38	120	119	113	host	kdsA	0.9188757216035203	0	1
gene-PA4208	24	73	89	28	122	125	58	63	111	45	37	97	host	opmD	0.4735669268497061	0	1
gene-PA4220	140	118	18	202	211	59	28	13	7	5	5	88	host	gene-PA4220	0.9867293556260998	0	1
gene-PA4023	108	76	41	246	227	284	17	13	31	4	6	423	host	gene-PA4023	1.07723321572535	0	1
gene-PA1132	39	45	35	47	73	184	15	23	24	15	4	145	host	gene-PA1132	0.9792845337336724	0	1
gene-PA4050	60	58	26	80	127	132	19	23	13	25	14	204	host	pgpA	0.8899602948812575	0	1
gene-PA0443	4	14	50	4	10	413	0	1	47	0	0	521	host	gene-PA0443	1.9335518800828446	0	1
gene-PA0324	50	38	87	9	12	312	3	6	35	1	1	189	host	gene-PA0324	1.4748768139304282	0	1
gene-PA1941	37	42	65	29	21	285	6	6	50	6	4	367	host	gene-PA1941	1.4949614209519133	0	1
gene-PA3771	20	15	24	8	11	259	2	3	27	2	2	311	host	gene-PA3771	1.8044750182006253	0	1
gene-PA3574a	57	39	20	28	31	93	7	1	3	1	1	112	host	gene-PA3574a	1.090232061349487	0	1
gene-PA0194	3	4	39	6	3	194	0	1	30	1	0	334	host	gene-PA0194	1.9525706703940844	0	1
gene-PA5260	171	185	149	177	224	207	33	55	15	25	18	203	host	hemC	0.663429561131632	0	1
gene-PA2019	44	60	10	38	51	86	10	10	5	4	1	146	host	gene-PA2019	1.069651996533046	0	1
gene-PA3819	115	144	92	105	145	192	35	34	12	21	12	159	host	gene-PA3819	0.6896076534918749	0	1
gene-PA1492	7	6	5	12	10	102	1	5	5	2	0	75	host	gene-PA1492	1.6519221776183564	0	1
gene-PA3331	9	46	162	8	67	231	2	14	21	6	1	185	host	gene-PA3331	1.2542311819813095	0	1
gene-PA0932	359	436	92	262	509	1219	79	91	40	57	35	117	host	cysM	1.1844703714308078	0	1
gene-PA0200	4	22	452	3	7	88	2	1	17	0	0	69	host	gene-PA0200	2.215026364252909	0	1
gene-PA0756	31	36	7	13	27	103	3	5	10	5	2	212	host	gene-PA0756	1.5589423926774382	0	1
gene-PA4821	12	19	26	8	13	129	6	4	24	7	4	200	host	gene-PA4821	1.5654464544063085	0	1
gene-PA4679	45	45	28	26	46	65	4	8	6	10	2	116	host	gene-PA4679	0.951308652887563	0	1
gene-PA2136	0	2	18	2	0	88	0	0	9	0	0	132	host	gene-PA2136	1.9678653631271212	0	1
gene-PA2221	18	17	21	5	15	156	4	5	13	2	0	76	host	gene-PA2221	1.5631804658515465	0	1
gene-PA1165	21	14	15	11	21	39	2	2	8	1	0	54	host	pcpS	1.0073294096821972	0	1
gene-PA1757	54	62	36	39	62	147	18	25	22	14	11	39	host	thrH	0.8015011412714313	0	1
gene-PA3347	53	73	33	42	62	79	8	8	9	4	1	74	host	gene-PA3347	0.784497075382796	0	1
gene-PA1185	7	6	18	2	3	90	1	4	5	1	0	90	host	gene-PA1185	1.6973277299590912	0	1
gene-PA2425	1137	888	76	368	584	172	47	64	20	32	19	229	host	pvdG	1.1868866609336297	0	1
gene-PA4541.2	424	405	60	220	440	523	336	536	55	139	75	121	host	gene-PA4541.2	0.6400225090494955	0	1
gene-PA0196	52	39	84	13	35	358	5	2	28	4	5	524	host	pntB	1.6684386365555395	0	1
gene-PA1456	598	487	314	306	408	162	36	35	23	16	27	42	host	cheY	0.9817257695996569	0	1
gene-PA5160.1	6	12	8	1	1	92	0	1	12	0	1	64	host	gene-PA5160.1	1.7217704315729416	0	1
gene-PA2405	84	71	22	75	110	84	8	4	8	0	3	159	host	gene-PA2405	0.9543093401441041	0	1
gene-PA0247	6	13	31	5	10	236	3	5	27	1	2	247	host	pobA	1.7748851348471757	0	1
gene-PA1898	9	16	39	7	17	129	1	7	20	0	0	94	host	qscR	1.3916146102769142	0	1
gene-PA5053	15	28	54	16	36	145	8	6	1544	2	1	293	host	hslV	2.3436514371425776	0	1
gene-PA3440a	30	31	19	31	24	96	12	5	8	3	5	217	host	gene-PA3440a	1.4591736427253301	0	1
gene-PA0396	460	447	134	341	418	328	45	25	30	19	15	170	host	pilU	0.8641969198176416	0	1
gene-PA0293	26	20	42	18	14	163	3	5	18	1	1	245	host	aguB	1.582970878256386	0	1
gene-PA3880	7	1	20	2	2	100	1	0	6	0	1	147	host	gene-PA3880	1.9176144242434476	0	1
gene-PA2635	22	26	30	17	30	179	4	10	35	2	4	284	host	gene-PA2635	1.550720580992979	0	1
gene-PA3624	376	449	154	212	414	251	46	72	33	41	18	196	host	pcm	0.7934789112709554	0	1
gene-PA1796.1	512	747	155	351	566	176	208	230	40	143	78	44	host	gene-PA1796.1	0.8009951207291794	0	1
gene-PA2981	224	305	37	185	271	123	43	46	10	25	21	152	host	lpxK	0.8401822594056763	0	1
gene-PA0357	123	118	29	80	105	152	16	24	16	14	9	422	host	mutM	1.2010055000100919	0	1
gene-PA2361	148	139	58	96	101	299	25	22	26	8	10	435	host	gene-PA2361	1.1012566804566295	0	1
gene-PA1878	21	16	11	9	23	97	3	6	8	0	1	212	host	gene-PA1878	1.7461026393808603	0	1
gene-PA0116	72	66	59	26	51	166	16	7	16	15	7	177	host	gene-PA0116	0.9921902468228094	0	1
gene-PA3789	59	83	44	71	116	179	21	30	28	19	8	180	host	gene-PA3789	0.8192139314797444	0	1
gene-PA4884	5	4	16	1	3	159	0	1	14	1	0	354	host	gene-PA4884	2.196243688103441	0	1
gene-PA3048	192	209	91	180	303	376	36	56	31	36	24	443	host	gene-PA3048	0.844361430941162	0	1
gene-PA3584	19	24	29	57	141	183	12	10	24	2	3	372	host	glpD	1.4457626228114815	0	1
gene-PA4171	8	9	17	7	6	91	0	0	8	1	0	144	host	gene-PA4171	1.7873743858628501	0	1
gene-PA0622	249	409	256	390	605	612	287	450	80	180	86	207	host	gene-PA0622	0.5385939504786529	0	1
gene-PA4408	1251	1373	7297	33255	1702	712	158	173	278	53	35	245	host	ftsA	2.3373490119954243	0	1
gene-PA1313	12	8	32	6	7	184	2	2	21	3	0	236	host	gene-PA1313	1.778857910301825	0	1
gene-PA0774	61	62	228	49	90	146	15	28	18	15	5	296	host	gene-PA0774	1.0542881676607467	0	1
gene-PA1048	285	345	81	126	240	248	50	45	38	20	17	433	host	gene-PA1048	0.854483444498622	0	1
gene-PA3746	773	844	272	513	837	539	155	209	65	124	102	195	host	ffh	0.7443732100289607	0	1
gene-PA1301	821	582	38	56	75	115	10	11	19	6	6	215	host	gene-PA1301	1.5504855806212687	0	1
gene-PA4712	21	11	25	12	13	125	3	9	13	2	3	99	host	gene-PA4712	1.3751159505841755	0	1
gene-PA1851	30	33	21	23	26	147	6	10	26	4	2	139	host	gene-PA1851	1.223886288545952	0	1
gene-PA2758	28	20	15	7	8	118	6	0	14	1	0	162	host	gene-PA2758	1.5818706643400198	0	1
gene-PA1205	122	87	44	55	68	166	8	7	15	1	4	281	host	gene-PA1205	1.1244253662171377	0	1
gene-PA3745	841	1185	319	1166	2058	773	465	647	68	286	196	61	host	rpsP	0.8316292874962948	0	1
gene-PA5073	54	57	24	29	36	140	5	8	9	6	1	219	host	gene-PA5073	1.2884917629479762	0	1
gene-PA1432	2202	3936	1126	1358	2306	764	298	354	59	72	64	129	host	lasI	1.1014624180428967	0	1
gene-PA4689	343	340	845	222	321	1914	86	97	86	66	51	1576	host	gene-PA4689	1.2121921845135843	0	1
gene-PA4357	4	5	26	1	7	50	0	0	0	0	0	75	host	gene-PA4357	1.6675167899898218	0	1
gene-PA1157	70	80	25	32	61	105	17	24	11	17	11	136	host	gene-PA1157	0.803762830698549	0	1
gene-PA3619	52	31	56	5	25	283	5	8	29	6	0	457	host	gene-PA3619	1.7017998161061862	0	1
gene-PA5089	65	41	2559	28	47	807	10	8	2574	8	5	442	host	gene-PA5089	1.6946899252451229	0	1
gene-PA3973	38	32	31	19	36	70	2	5	11	4	2	112	host	gene-PA3973	1.0386005616426779	0	1
gene-PA4385	4264	5016	8007	1723	2112	11747	398	315	143	162	131	334	host	groEL	1.2553430073905356	0	1
gene-PA0744	236	158	119	396	415	208	44	24	99	6	7	237	host	gene-PA0744	0.8320367380081023	0	1
gene-PA5490	165	275	132	143	325	414	100	132	41	135	77	292	host	cc4	0.584048877969397	0	1
gene-PA0942	107	107	42	52	63	187	13	20	38	6	3	34	host	gene-PA0942	0.9204948665363256	0	1
gene-PA1285	22	14	9	3	3	57	2	3	8	0	1	87	host	gene-PA1285	1.485713348600235	0	1
gene-PA0317	297	314	139	303	396	367	86	80	39	65	38	180	host	gene-PA0317	0.6731623917105187	0	1
gene-PA3618	80	68	6	30	31	52	9	9	8	2	4	73	host	gene-PA3618	0.9156215465521654	0	1
gene-PPLUZ19_gp46	0	0	0	125	234	24997	21	143	4511	2561	1666	44311	phage	gp46	2.022216880402541	0	0
gene-PA5440	20	26	93	14	33	354	5	9	47	5	0	728	host	gene-PA5440	1.8731998012185835	0	1
gene-PA0448	63	35	30	13	29	168	8	6	15	9	5	275	host	gene-PA0448	1.4511938919648695	0	1
gene-PA5415	43	154	51	30	75	408	4	5	36	2	3	672	host	glyA1	1.6027824522231628	0	1
gene-PA4406	2080	2033	649	1711	2210	1015	342	387	82	138	100	147	host	lpxC	0.9081566222413754	0	1
gene-PA5177	101	66	20	53	82	193	14	15	17	9	7	212	host	gene-PA5177	1.035694264236424	0	1
gene-PA3788	20	32	29	16	32	102	6	8	16	3	2	133	host	gene-PA3788	1.1885170530315605	0	1
gene-PA1227	28	12	16	11	19	53	3	0	8	1	1	57	host	gene-PA1227	1.0688935245898434	0	1
gene-PA0928	148	149	112	98	115	392	19	23	490	16	20	2560	host	gacS	1.9789026236223926	0	1
gene-PA2392	4311	3974	516	3125	5009	687	592	841	52	309	199	151	host	pvdP	1.089291462462985	0	1
gene-PA2255	9	4	9	2	4	54	0	0	6	2	2	50	host	pvcB	1.5385672067841911	0	1
gene-PA1149	4	5	12	2	2	159	0	0	13	0	0	189	host	gene-PA1149	1.985497366051742	0	1
gene-PA1164	98	84	35	31	52	116	13	10	16	9	12	211	host	gene-PA1164	1.0203306971777018	0	1
gene-PA2358	7	4	5	1	4	72	0	2	10	0	0	66	host	gene-PA2358	1.7325246118677229	0	1
gene-PA2934	4	7	22	10	14	142	2	1	13	1	1	98	host	cif	1.6503143382295344	0	1
gene-PA0005	31	57	27	70	111	235	22	32	22	12	8	427	host	lptA	1.3524673755403989	0	1
gene-PA0374	155	185	58	216	285	208	43	43	18	27	18	151	host	ftsE	0.7615025484719941	0	1
gene-PA0350	68	67	16	15	34	102	14	13	11	13	2	151	host	folA	1.044503329302644	0	1
gene-PA3576	63	53	15	17	23	79	4	6	14	7	0	133	host	gene-PA3576	1.1152516843299034	0	1
gene-PA2760	3317	5321	2294	3538	5441	1547	849	1031	178	180	139	314	host	gene-PA2760	0.9347310009631393	0	1
gene-PA5569	374	454	194	760	1107	453	191	208	42	117	68	70	host	rnpA	0.9150846721865211	0	1
gene-PA3004	294	277	79	111	163	193	35	33	21	21	15	111	host	gene-PA3004	0.8442673651578708	0	1
gene-PA4510	90	53	30	31	40	96	3	7	11	2	3	167	host	gene-PA4510	1.087395395392666	0	1
gene-PA1991	50	44	18	32	53	190	9	7	14	2	5	231	host	gene-PA1991	1.323834920348724	0	1
gene-PA2556	344	215	53	78	107	149	12	11	19	8	4	299	host	gene-PA2556	1.0552840583203862	0	1
gene-PA5384	4	4	9	2	3	74	0	1	8	6	0	180	host	gene-PA5384	2.0975011576605866	0	1
gene-PA4394	105	131	66	146	234	210	66	68	70	21	13	206	host	gene-PA4394	0.6398645604115722	0	1
gene-PA0927	39	55	141	29	33	128	6	8	21	11	5	197	host	ldhA	1.0857278971168438	0	1
gene-PA1825	98	68	9	16	31	88	8	9	9	5	2	234	host	gene-PA1825	1.3496438516261686	0	1
gene-PA1694	54	15	28	24	16	153	14	5	5	1	3	121	host	pscQ	1.2966759051622003	0	1
gene-PA2769	80	52	22	40	49	72	16	14	13	12	7	177	host	gene-PA2769	0.9953625740440298	0	1
gene-PA1240	4	6	11	2	3	72	3	1	17	0	0	109	host	gene-PA1240	1.7467817658185358	0	1
gene-PA5067	203	282	80	142	250	158	50	50	11	28	24	42	host	hisE	0.82072836025223	0	1
gene-PA3968	85	68	120	25	50	134	6	7	23	7	1	169	host	gene-PA3968	0.9496784383006052	0	1
gene-PA0521	3	4	18	2	4	40	0	1	14	0	0	57	host	gene-PA0521	1.475690177286486	0	1
gene-PA3556	4	3	10	1	4	182	1	3	20	1	0	217	host	arnT	1.9678333861987007	0	1
gene-PA4885	29	12	32	15	13	279	3	5	24	5	0	266	host	irlR	1.7031355657627933	0	1
gene-PA3200	64	50	17	44	58	85	15	11	11	4	4	188	host	gene-PA3200	1.088074377105023	0	1
gene-PA1655	128	133	97	28	31	132	6	7	20	3	3	67	host	gene-PA1655	0.9444583800287599	0	1
gene-PA0249	42	37	12	16	19	82	4	5	12	2	0	144	host	gene-PA0249	1.3006418928103667	0	1
gene-PA2135	5	1	9	0	1	84	0	0	10	0	1	154	host	gene-PA2135	2.0721998223992744	0	1
gene-PA0671	31	16	2649	7	19	63	8	9	187	5	7	119	host	gene-PA0671	2.7781520293577984	0	1
gene-PA2473	2	1	6	3	4	67	0	0	10	0	1	131	host	gene-PA2473	2.0424096153898796	0	1
gene-PA3800	1603	1573	491	920	1605	523	235	277	57	143	104	329	host	gene-PA3800	0.893203928980166	0	1
gene-PA4321	66	67	113	55	96	230	14	20	20966	10	11	1780	host	gene-PA4321	2.9464549662418684	0	1
gene-PA3821	1132	1629	449	1655	2376	981	359	360	88	172	119	410	host	secD	0.877297457724115	0	1
gene-PA3414	41	27	16	20	11	79	2	1	8	1	2	80	host	gene-PA3414	1.1404545471320082	0	1
gene-PA5447	575	606	121	470	592	334	63	74	32	23	17	138	host	wbpZ	0.919364925818474	0	1
gene-PA4611	152	196	1415	42	42	420	12	16	36	7	6	75	host	gene-PA4611	1.9016745590736337	0	1
gene-PA0307	51	28	25	18	34	119	7	14	17	5	1	167	host	gene-PA0307	1.2015544809772425	0	1
gene-PA2270	21	14	7	3	7	59	1	2	4	1	2	123	host	gene-PA2270	1.7047603962433664	0	1
gene-PA2063	29	23	25	16	26	98	5	13	10	8	5	165	host	gene-PA2063	1.30074995231292	0	1
gene-PA1075	43	36	18	23	42	89	5	8	10	3	4	158	host	gene-PA1075	1.191522523933937	0	1
